firm_name,year,successful_investments,out_of_business,corporate_venture_firm,monetary_size_deals_year_usdmn,early_stage_investor,first_investment_year,venture_firm_industry,venture_firm_location
UNX,2002,0,1,0,,0,2002,Other,California
UOB Venture Management,1996,0,0,0,,0,1996,Medical,Asia
UOB Venture Management,1999,0,0,0,14.6,0,1996,Medical,Asia
UOB Venture Management,2000,0,0,0,54.25,0,1996,Medical,Asia
UOB Venture Management,2001,0,0,0,14,0,1996,Medical,Asia
UOB Venture Management,2002,0,0,0,51,0,1996,Medical,Asia
UOB Venture Management,2003,0,0,0,7.3699999,0,1996,Medical,Asia
UOB Venture Management,2004,0,0,0,99,0,1996,Medical,Asia
UOB Venture Management,2005,0,0,0,83.700005,0,1996,Medical,Asia
UOB Venture Management,2006,0,0,0,15,0,1996,Medical,Asia
UOB Venture Management,2007,0,0,0,6,0,1996,Medical,Asia
UOB Venture Management,2008,0,0,0,,0,1996,Medical,Asia
UOB Venture Management,2009,0,0,0,,0,1996,Medical,Asia
UOB Venture Management,2013,0,0,0,22.5,0,1996,Medical,Asia
UOB Venture Management,2014,0,0,0,3.5,0,1996,Medical,Asia
UPMC Health Plan,2013,0,0,0,100,0,2013,Medical,USnonCA
UPS,2001,0,0,0,5,1,2000,Software,USnonCA
UPS,2013,0,0,0,18,1,2000,Software,USnonCA
UPS Strategic Enterprise Fund,2000,0,0,1,66,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2002,0,0,1,18,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2004,0,0,1,22,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2005,0,0,1,26.5,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2006,0,0,1,39.279999,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2007,0,0,1,24.35,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2008,0,0,1,.079999998,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2009,0,0,1,6.6500001,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2010,0,0,1,5,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2011,0,0,1,23.67,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2012,0,0,1,35.200001,0,2000,Other,USnonCA
UPS Strategic Enterprise Fund,2014,0,0,1,50,0,2000,Other,USnonCA
US Army Medical Research and Material Command,2010,0,0,0,.44,0,2010,Medical,USnonCA
US Army Medical Research and Material Command,2011,0,1,0,6.2999997,0,2010,Medical,USnonCA
US Bank,2010,0,1,0,115,0,2010,Other Tech,California
US Department of Defense,1996,0,0,0,,0,1996,Other Tech,California
US Department of Defense,2006,0,0,0,2.4000001,0,1996,Other Tech,California
US Department of Defense,2008,0,0,0,,0,1996,Other Tech,California
US Department of Defense,2009,0,0,0,,0,1996,Other Tech,California
US Department of Defense,2011,0,1,0,.75,0,1996,Other Tech,California
US Renal Care,2006,0,0,0,,0,2006,Medical,USnonCA
US Renal Care,2010,0,1,0,112,0,2006,Medical,USnonCA
US Renewables Group,2007,0,0,0,,0,2007,Other Tech,California
US Renewables Group,2008,0,0,0,195.5,0,2007,Other Tech,California
US Renewables Group,2010,0,0,0,20.9,0,2007,Other Tech,California
US Renewables Group,2011,0,1,0,181,0,2007,Other Tech,California
US Trust Private Equity,2002,0,1,0,20,0,2002,Other Tech,California
US Venture Partners,1995,0,0,0,19.5,0,1995,Software,California
US Venture Partners,1996,0,0,0,7,0,1995,Software,California
US Venture Partners,1997,0,0,0,24.65,0,1995,Software,California
US Venture Partners,1998,0,0,0,44.200001,0,1995,Software,California
US Venture Partners,1999,0,0,0,41.400002,0,1995,Software,California
US Venture Partners,2000,0,0,0,197.89999,0,1995,Software,California
US Venture Partners,2001,0,0,0,244.7,0,1995,Software,California
US Venture Partners,2002,0,0,0,397.51999,0,1995,Software,California
US Venture Partners,2003,0,0,0,284.29999,0,1995,Software,California
US Venture Partners,2004,0,0,0,401.14001,0,1995,Software,California
US Venture Partners,2005,0,0,0,819.01001,0,1995,Software,California
US Venture Partners,2006,4,0,0,604.52997,0,1995,Software,California
US Venture Partners,2007,4,0,0,622.91998,0,1995,Software,California
US Venture Partners,2008,5,0,0,983.65002,0,1995,Software,California
US Venture Partners,2009,5,0,0,571.31,0,1995,Software,California
US Venture Partners,2010,7,0,0,483.04999,0,1995,Software,California
US Venture Partners,2011,7,0,0,440.60001,0,1995,Software,California
US Venture Partners,2012,5,0,0,476.29999,0,1995,Software,California
US Venture Partners,2013,11,0,0,601.96002,0,1995,Software,California
US Venture Partners,2014,5,0,0,366.79999,0,1995,Software,California
US West,1999,0,0,0,17,1,1999,Software,California
US West,2000,0,1,0,4.8000002,1,1999,Software,California
USAA,2010,0,0,0,14,1,2010,Internet,USnonCA
USAA,2011,2,0,0,25,1,2010,Internet,USnonCA
USAA,2012,2,0,0,,1,2010,Internet,USnonCA
USAA,2014,0,0,0,7.5,1,2010,Internet,USnonCA
USFreightways Corporation,2000,0,0,0,10,1,2000,Other,USnonCA
USFreightways Corporation,2007,0,0,0,,1,2000,Other,USnonCA
USFreightways Corporation,2008,0,0,0,,1,2000,Other,USnonCA
USFreightways Corporation,2012,0,0,0,,1,2000,Other,USnonCA
USHIO,2009,0,1,0,,0,2009,Other,USnonCA
UT Horizon Fund,2013,0,0,0,3.3900001,0,2013,Medical,USnonCA
UTI Asset Management,2009,0,1,0,15.96,0,2009,Other,Asia
UTStarcom,2002,0,0,0,,0,2002,Other Tech,Asia
UTStarcom,2004,0,1,0,72,0,2002,Other Tech,Asia
UberMedia,2011,4,1,0,,0,2011,Internet,USnonCA
Uj Ventures,2012,0,0,0,5,1,2012,Other,California
Uj Ventures,2013,0,0,0,1.8,1,2012,Other,California
Ulster Bank,2004,0,0,0,,1,2004,Other Tech,Europe
Ulster Bank,2009,0,0,0,7.29,1,2004,Other Tech,Europe
Ulster Bank,2011,0,1,0,1.7,1,2004,Other Tech,Europe
Ulu Ventures,2010,0,0,0,90,1,2010,Software,California
Ulu Ventures,2011,0,0,0,2.5,1,2010,Software,California
Ulu Ventures,2012,0,0,0,9,1,2010,Software,California
Ulu Ventures,2013,0,0,0,4,1,2010,Software,California
Ulu Ventures,2014,0,0,0,.80000001,1,2010,Software,California
Umber Systems,2011,0,1,0,,0,2011,Software,USnonCA
Unaxis Optics,2006,0,1,0,21.700001,0,2006,Other Tech,California
Undercurrent,2013,0,0,0,3.5999999,1,2013,Other,USnonCA
UniQuest,2014,0,0,0,45,1,2011,Medical,Other
Unified Media Inc.,2013,2,0,0,,0,2013,Software,California
Unified Media Inc.,2014,1,0,0,,0,2013,Software,California
Unigrains,2009,0,1,0,3.6400001,0,2009,Other,Europe
Unilazer Ventures,2013,0,0,0,21.91,0,2012,Other,Asia
Unilazer Ventures,2014,0,0,0,1.49,0,2012,Other,Asia
Unilever Ventures,2003,0,0,1,30,0,2002,Medical,Europe
Unilever Ventures,2004,0,0,1,57.299999,0,2002,Medical,Europe
Unilever Ventures,2005,0,0,1,196.2,0,2002,Medical,Europe
Unilever Ventures,2006,0,0,1,33.41,0,2002,Medical,Europe
Unilever Ventures,2007,0,0,1,54.799999,0,2002,Medical,Europe
Unilever Ventures,2008,1,0,1,22.35,0,2002,Medical,Europe
Unilever Ventures,2009,0,0,1,21.67,0,2002,Medical,Europe
Unilever Ventures,2010,0,0,1,11.940001,0,2002,Medical,Europe
Unilever Ventures,2011,0,0,1,24.200001,0,2002,Medical,Europe
Unilever Ventures,2012,0,0,1,11.940001,0,2002,Medical,Europe
Unilever Ventures,2014,0,0,1,19.139999,0,2002,Medical,Europe
Unimicron Technology,2011,0,1,0,,0,2011,Other Tech,California
Uninvest,2006,0,0,0,1.4,1,2006,Medical,Europe
Uninvest,2007,0,0,0,4.73,1,2006,Medical,Europe
Uninvest,2008,0,0,0,9.9299994,1,2006,Medical,Europe
Uninvest,2009,0,0,0,5.3000002,1,2006,Medical,Europe
Uninvest,2011,0,1,0,4.1100001,1,2006,Medical,Europe
Union Carbide Employees' Pension Plan,2006,0,0,0,52,0,2006,Medical,USnonCA
Union Carbide Employees' Pension Plan,2007,0,0,0,15,0,2006,Medical,USnonCA
Union Carbide Employees' Pension Plan,2012,0,0,0,34,0,2006,Medical,USnonCA
Union Pacific,2003,0,1,0,10,1,2003,Software,California
Union Springs Pharmaceuticals,2005,0,0,0,170,1,2005,Medical,USnonCA
Union Springs Pharmaceuticals,2007,0,0,0,25,1,2005,Medical,USnonCA
Union Springs Pharmaceuticals,2009,0,1,0,88,1,2005,Medical,USnonCA
Union Square Ventures,2004,0,0,0,7,1,2004,Internet,USnonCA
Union Square Ventures,2005,0,0,0,5,1,2004,Internet,USnonCA
Union Square Ventures,2006,0,0,0,19.5,1,2004,Internet,USnonCA
Union Square Ventures,2007,0,0,0,37.240002,1,2004,Internet,USnonCA
Union Square Ventures,2008,4,0,0,124.37,1,2004,Internet,USnonCA
Union Square Ventures,2009,1,0,0,83.889999,1,2004,Internet,USnonCA
Union Square Ventures,2010,6,0,0,671.5,1,2004,Internet,USnonCA
Union Square Ventures,2011,5,0,0,388.98001,1,2004,Internet,USnonCA
Union Square Ventures,2012,10,0,0,423.20001,1,2004,Internet,USnonCA
Union Square Ventures,2013,11,0,0,952.5,1,2004,Internet,USnonCA
Union Square Ventures,2014,11,0,0,915.09998,1,2004,Internet,USnonCA
Unipac Corporation,2003,0,1,0,19.200001,0,2003,Other Tech,California
Unipension,2012,0,0,0,6.3499999,0,2012,Other Tech,Other
Uniquest Korea,2005,0,0,0,3.25,1,2005,Medical,USnonCA
Uniquest Korea,2009,0,0,0,4,1,2005,Medical,USnonCA
Uniquest Korea,2011,0,1,0,6.4000001,1,2005,Medical,USnonCA
Uniseed,2002,0,0,0,5.6300001,1,2002,Medical,Other
Uniseed,2005,0,0,0,5.46,1,2002,Medical,Other
Uniseed,2006,0,0,0,12.4,1,2002,Medical,Other
Uniseed,2007,0,0,0,4.25,1,2002,Medical,Other
Uniseed,2008,0,0,0,11.03,1,2002,Medical,Other
Uniseed,2009,0,0,0,3.5899999,1,2002,Medical,Other
Uniseed,2010,0,0,0,10.1,1,2002,Medical,Other
Uniseed,2011,0,0,0,8.5600004,1,2002,Medical,Other
Uniseed,2012,0,0,0,7.8200002,1,2002,Medical,Other
Uniseed,2013,0,0,0,11.81,1,2002,Medical,Other
Uniseed,2014,1,0,0,55.880001,1,2002,Medical,Other
United Arts Ventures GmbH,2013,0,0,0,,1,2013,Other Tech,Europe
United Capital Investment Group (China),2004,0,0,0,35.599998,0,2004,Internet,Asia
United Capital Investment Group (China),2005,0,0,0,20,0,2004,Internet,Asia
United Capital Investment Group (China),2006,0,0,0,25,0,2004,Internet,Asia
United Capital Investment Group (China),2007,0,0,0,10,0,2004,Internet,Asia
United Capital Investment Group (China),2011,0,1,0,,0,2004,Internet,Asia
United Communications Group,2001,0,0,0,30,1,2001,Other Tech,USnonCA
United Communications Group,2007,0,0,0,58,1,2001,Other Tech,USnonCA
United Communications Group,2012,0,0,0,5,1,2001,Other Tech,USnonCA
United Defense Industries,2004,0,1,0,4,1,2004,Other,USnonCA
United Dominion Realty Trust,2006,0,1,0,20,1,2006,Internet,California
United For Opportunity,2007,0,1,0,,1,2007,Internet,USnonCA
United Health,2012,0,0,0,5.5,0,2012,Software,California
United Internet,2013,0,0,0,39.5,0,2013,Software,Europe
United Investments,2001,0,0,0,61.5,1,2001,Medical,California
United Investments,2003,0,0,0,19.200001,1,2001,Medical,California
United Investments,2006,0,0,0,1,1,2001,Medical,California
United Investments,2007,0,0,0,16.5,1,2001,Medical,California
United Investments,2008,0,0,0,9,1,2001,Medical,California
United Investments,2009,0,1,0,3.5999999,1,2001,Medical,California
United Managers Japan,2012,0,0,0,1.4,1,2012,Internet,Europe
United Microelectronics Corporation,2002,0,0,0,4.5,0,2002,Other Tech,California
United Microelectronics Corporation,2004,0,0,0,12,0,2002,Other Tech,California
United Microelectronics Corporation,2005,0,0,0,84.540001,0,2002,Other Tech,California
United Microelectronics Corporation,2006,0,0,0,48,0,2002,Other Tech,California
United Microelectronics Corporation,2007,0,0,0,42.040001,0,2002,Other Tech,California
United Microelectronics Corporation,2008,0,0,0,37.5,0,2002,Other Tech,California
United Microelectronics Corporation,2009,2,0,0,31,0,2002,Other Tech,California
United Microelectronics Corporation,2010,0,0,0,33,0,2002,Other Tech,California
United Microelectronics Corporation,2011,0,0,0,20.48,0,2002,Other Tech,California
United Microelectronics Corporation,2013,0,0,0,103.6,0,2002,Other Tech,California
United Microelectronics Corporation,2014,0,0,0,42.400002,0,2002,Other Tech,California
United Parcel Service,1999,0,1,0,12,0,1999,Software,USnonCA
United Partners Asset Management,2014,0,0,0,.60000002,1,2014,Other Tech,Europe
United Services Group,2011,0,1,0,,0,2011,Other,California
United States Department of Health and Human Services,2010,0,1,0,.23999999,0,2005,Medical,USnonCA
United States Trust Company of New York,2002,0,0,0,51.75,1,2002,Medical,California
United States Trust Company of New York,2003,0,0,0,15,1,2002,Medical,California
United States Trust Company of New York,2004,0,0,0,50,1,2002,Medical,California
United States Trust Company of New York,2005,0,1,0,4.75,1,2002,Medical,California
United Talent Agency,2014,0,0,1,25.1,1,2014,Internet,California
United Technologies Corporation,2004,0,1,0,15,0,2004,Other Tech,California
United Ventures,2013,0,0,0,1.61,1,2013,Internet,California
United Ventures,2014,0,0,0,5.5,1,2013,Internet,California
UnitedHealth Group,2000,0,1,0,10,0,2000,Software,USnonCA
UnitedLex,2012,0,0,0,,0,2012,Other,USnonCA
Unither,2008,0,1,0,,0,2008,Medical,USnonCA
Unitil Corporation,2001,0,1,0,35.5,0,2001,Internet,USnonCA
Unitus,2006,0,1,0,2.5,1,2006,Other,Asia
Unitus Seed Partners,2013,0,0,0,1.27,1,2012,Other,Asia
Unitus Seed Partners,2014,0,0,0,3.4000001,1,2012,Other,Asia
Unity Technologies,2014,0,0,0,,0,2014,Software,Other
Unity Trust Bank,2013,0,0,0,6.8000002,0,2013,Other,Europe
Unity Ventures,2012,0,0,0,,1,2011,Internet,California
Unity Ventures,2013,0,0,0,2.6600001,1,2011,Internet,California
Unity Ventures,2014,0,0,0,1,1,2011,Internet,California
Unity-Opto Technology Company Limited,2011,0,0,0,,0,2011,Other Tech,Asia
Unity-Opto Technology Company Limited,2012,0,0,0,1.5,0,2011,Other Tech,Asia
Univa UD,2007,0,0,0,,0,2007,Other,USnonCA
Univa UD,2011,0,1,0,,0,2007,Other,USnonCA
Univenture,2004,0,0,0,1.62,1,2003,Medical,Other
Univenture,2006,0,0,0,4.1900001,1,2003,Medical,Other
Univenture,2012,0,0,0,10.91,1,2003,Medical,Other
Universal Capital Partners,2006,0,1,0,8.8000002,0,2006,Other Tech,Europe
Universal Health Services,2001,0,1,0,18,0,2001,Medical,USnonCA
Universal Music Group,2005,0,0,0,67,1,2005,Internet,California
Universal Music Group,2006,0,0,0,152.64999,1,2005,Internet,California
Universal Music Group,2007,0,0,0,107.5,1,2005,Internet,California
Universal Music Group,2008,0,0,0,52.799999,1,2005,Internet,California
Universal Music Group,2012,1,0,0,,1,2005,Internet,California
Universal Music Group,2014,0,0,0,17.299999,1,2005,Internet,California
University College London Business,2013,0,0,0,3.8099999,0,2013,Medical,Europe
University Financing Foundation,2004,0,1,0,5.5,1,2004,Other Tech,California
University Hospital of Lausanne,2013,0,0,0,3.25,0,2013,Medical,Europe
University Hospitals,2005,0,1,0,,0,2005,Medical,USnonCA
University License Equity Holdings,2005,0,0,0,3.75,1,2005,Medical,USnonCA
University License Equity Holdings,2006,0,1,0,,1,2005,Medical,USnonCA
University Medical Discoveries,2005,0,0,0,1.7,1,2005,Medical,Other
University Medical Discoveries,2007,0,1,0,3,1,2005,Medical,Other
University Venture Fund,2006,0,0,0,13.8,1,2006,Software,USnonCA
University Venture Fund,2007,0,0,0,,1,2006,Software,USnonCA
University Venture Fund,2009,0,0,0,29.999998,1,2006,Software,USnonCA
University Venture Fund,2012,0,0,0,17,1,2006,Software,USnonCA
University Venture Fund,2013,0,0,0,3.5,1,2006,Software,USnonCA
University Venture Fund,2014,0,0,0,38,1,2006,Software,USnonCA
University Ventures,2012,1,0,0,17.299999,1,2012,Other,USnonCA
University Ventures,2013,0,0,0,37,1,2012,Other,USnonCA
University Ventures,2014,0,0,0,18,1,2012,Other,USnonCA
University of Antwerp (UA),2011,0,1,0,2.8900001,1,2011,Medical,Europe
University of Bath,2001,0,1,0,14.97,0,2001,Medical,Europe
University of California,2008,0,0,0,15,0,2008,Other Tech,California
University of California,2012,0,0,0,,0,2008,Other Tech,California
University of Louisville Foundation,2014,0,0,0,4.5999999,1,2014,Medical,USnonCA
University of Manchester Endowment,2013,0,0,0,.79000002,0,2013,Medical,Europe
University of Melbourne,2008,0,0,0,2.5,0,2008,Medical,Other
University of Melbourne,2010,0,0,0,6.3000002,0,2008,Medical,Other
University of Melbourne,2012,0,0,0,6,0,2008,Medical,Other
University of Melbourne,2013,0,0,0,11.81,0,2008,Medical,Other
University of Michigan,2007,0,0,0,.2,0,2005,Medical,USnonCA
University of Michigan,2008,0,0,0,2.5,0,2005,Medical,USnonCA
University of Michigan,2012,0,0,0,,0,2005,Medical,USnonCA
University of Michigan,2013,0,0,0,6.5,0,2005,Medical,USnonCA
University of Michigan,2014,0,0,0,25,0,2005,Medical,USnonCA
University of Michigan (Ross School of Business),2000,0,0,0,2.4000001,1,2000,Medical,USnonCA
University of Michigan (Ross School of Business),2002,0,0,0,5.5,1,2000,Medical,USnonCA
University of Michigan (Ross School of Business),2008,0,0,0,19.200001,1,2000,Medical,USnonCA
University of Michigan (Ross School of Business),2012,0,0,0,27.629999,1,2000,Medical,USnonCA
University of Michigan (Ross School of Business),2013,0,0,0,7.8499999,1,2000,Medical,USnonCA
University of Michigan (Ross School of Business),2014,0,0,0,21,1,2000,Medical,USnonCA
University of North Carolina,2000,0,0,0,7.54,1,2000,Medical,California
University of North Carolina,2002,0,0,0,22.860001,1,2000,Medical,California
University of North Carolina,2004,0,1,0,35,1,2000,Medical,California
University of Nottingham,2007,0,0,0,1.1799999,0,2007,Medical,Europe
University of Nottingham,2009,0,1,0,1.64,0,2007,Medical,Europe
University of Oxford,2014,0,0,0,10.23,0,2014,Medical,Europe
University of Oxford Staff Pension Scheme,2007,0,0,0,3.0599999,0,2007,Medical,Europe
University of Oxford Staff Pension Scheme,2010,0,0,0,5.79,0,2007,Medical,Europe
University of Oxford Staff Pension Scheme,2012,0,0,0,28,0,2007,Medical,Europe
University of Pennsylvania Pension Fund,2013,0,0,0,.050000001,1,2013,Medical,USnonCA
University of Pittsburgh Medical Center,2002,0,0,0,21.200001,1,2002,Medical,USnonCA
University of Pittsburgh Medical Center,2003,0,1,0,4,1,2002,Medical,USnonCA
University of Strathclyde,2007,0,0,0,,1,2007,Other Tech,Europe
University of Strathclyde,2008,0,0,0,.36000001,1,2007,Other Tech,Europe
University of Strathclyde,2010,0,0,0,,1,2007,Other Tech,Europe
University of Strathclyde,2011,0,0,0,.77999997,1,2007,Other Tech,Europe
University of Strathclyde,2013,0,0,0,6.23,1,2007,Other Tech,Europe
University of Surrey Endowment,2009,0,1,0,4.1399999,0,2009,Other Tech,Europe
University of Texas Investment Management Company,2013,0,0,0,18,1,2013,Other,USnonCA
University of Texas System,2006,0,0,0,1.5,0,2006,Medical,USnonCA
University of Texas System,2011,0,0,0,10,0,2006,Medical,USnonCA
University of Texas System,2013,1,0,0,13,0,2006,Medical,USnonCA
University of Tokyo Edge Capital,2004,0,0,0,44,1,2004,Other Tech,Asia
University of Tokyo Edge Capital,2010,0,0,0,9.5999994,1,2004,Other Tech,Asia
University of Tokyo Edge Capital,2012,0,0,0,9.0500002,1,2004,Other Tech,Asia
University of Tokyo Edge Capital,2013,0,0,0,11.8,1,2004,Other Tech,Asia
University of Tokyo Edge Capital,2014,0,0,0,13.139999,1,2004,Other Tech,Asia
University of Utah Research Foundation,2008,0,1,0,15,0,1998,Medical,USnonCA
UniversityNow,2012,0,0,0,,0,2012,Other,California
Untangle Inc.,2013,2,0,0,,0,2013,Other Tech,USnonCA
Unterberg and Towbin,1982,0,0,0,2,0,1982,Software,USnonCA
Unterberg and Towbin,2008,0,0,0,,0,1982,Software,USnonCA
Unterberg and Towbin,2009,2,0,0,15.5,0,1982,Software,USnonCA
Unterberg and Towbin,2010,1,0,0,50,0,1982,Software,USnonCA
Unterberg and Towbin,2013,0,0,0,,0,1982,Software,USnonCA
Unterberg and Towbin,2014,1,0,0,,0,1982,Software,USnonCA
UnternehmerTUM Fund,2012,0,0,0,,0,2007,Other,Europe
UnternehmerTUM Fund,2013,1,0,0,,0,2007,Other,Europe
UpTake Networks,2010,0,1,0,,0,2010,Internet,California
UpWest Labs,2013,0,0,0,3.0999999,1,2013,Internet,California
UpWind Solutions,2010,1,1,0,,0,2010,Other Tech,USnonCA
Updata Venture Partners,2000,0,0,0,6,1,1995,Software,USnonCA
Updata Venture Partners,2001,0,0,0,13,1,1995,Software,USnonCA
Updata Venture Partners,2002,0,0,0,19,1,1995,Software,USnonCA
Updata Venture Partners,2003,0,0,0,8,1,1995,Software,USnonCA
Updata Venture Partners,2004,0,0,0,27.5,1,1995,Software,USnonCA
Updata Venture Partners,2005,0,0,0,31.289999,1,1995,Software,USnonCA
Updata Venture Partners,2006,0,0,0,55.799999,1,1995,Software,USnonCA
Updata Venture Partners,2007,0,0,0,76.050003,1,1995,Software,USnonCA
Updata Venture Partners,2008,0,0,0,95.650002,1,1995,Software,USnonCA
Updata Venture Partners,2009,4,0,0,12.5,1,1995,Software,USnonCA
Updata Venture Partners,2010,0,0,0,16.300001,1,1995,Software,USnonCA
Updata Venture Partners,2011,0,0,0,53.599998,1,1995,Software,USnonCA
Updata Venture Partners,2012,0,0,0,40.700001,1,1995,Software,USnonCA
Updata Venture Partners,2013,0,0,0,103.5,1,1995,Software,USnonCA
Updata Venture Partners,2014,3,0,0,25.299999,1,1995,Software,USnonCA
Upfront Ventures,1997,0,0,0,45.75,1,1984,Internet,USnonCA
Upfront Ventures,1998,0,0,0,,1,1984,Internet,USnonCA
Upfront Ventures,1999,0,0,0,41.5,1,1984,Internet,USnonCA
Upfront Ventures,2000,0,0,0,25,1,1984,Internet,USnonCA
Upfront Ventures,2001,0,0,0,62.189999,1,1984,Internet,USnonCA
Upfront Ventures,2004,0,0,0,27,1,1984,Internet,USnonCA
Upfront Ventures,2005,0,0,0,22.200001,1,1984,Internet,USnonCA
Upfront Ventures,2006,0,0,0,68.080002,1,1984,Internet,USnonCA
Upfront Ventures,2007,0,0,0,53.970001,1,1984,Internet,USnonCA
Upfront Ventures,2008,0,0,0,13.75,1,1984,Internet,USnonCA
Upfront Ventures,2009,0,0,0,83.400002,1,1984,Internet,USnonCA
Upfront Ventures,2010,0,0,0,84.18,1,1984,Internet,USnonCA
Upfront Ventures,2011,5,0,0,65.050003,1,1984,Internet,USnonCA
Upfront Ventures,2012,4,0,0,121.56,1,1984,Internet,USnonCA
Upfront Ventures,2013,1,0,0,84.760002,1,1984,Internet,USnonCA
Upfront Ventures,2014,3,0,0,68.470001,1,1984,Internet,USnonCA
Upland Software,2013,0,0,0,,0,2013,Software,USnonCA
Uplift Equity Partners,2005,0,1,0,12.6,0,2005,Other,USnonCA
Uprising,2013,0,0,0,23,1,2013,Internet,California
Upstart Labs,2013,0,0,0,2,1,2011,Internet,USnonCA
Upstart Labs,2014,2,0,0,,1,2011,Internet,USnonCA
Upstart Ventures,2000,0,0,0,42,1,2000,Internet,USnonCA
Upstart Ventures,2011,0,0,0,1.4,1,2000,Internet,USnonCA
Upstart Ventures,2012,0,0,0,4,1,2000,Internet,USnonCA
Upstate Carolina Angel Network,2012,0,0,0,2.5999999,1,2012,Medical,USnonCA
Upstream Ventures,2007,0,1,0,,1,2005,Medical,California
UrbaSolar,2011,0,1,0,,0,2011,Other,Europe
Urban Airship,2011,2,0,0,,0,2011,Internet,California
Urban Airship,2012,0,0,0,,0,2011,Internet,California
Urban Select Capital,2010,1,1,0,.25,0,2010,Other Tech,Other
Ursataur Capital,2010,0,1,0,5.6599998,0,2010,Other Tech,Other
Utah Angels,2007,0,1,0,,1,2007,Medical,USnonCA
Utrecht Holding BV,2009,0,1,0,,1,2009,Medical,Europe
V+ GmbH & Co Fonds 3 KG,2011,0,0,0,1.99,0,2011,Medical,Europe
V+ GmbH & Co Fonds 3 KG,2013,0,0,0,1.8200001,0,2011,Medical,Europe
V-Ten Capital Partners,2013,0,0,0,8.25,1,2013,Other,USnonCA
V-Ventures,1999,0,1,0,3.5999999,0,1999,Software,Other
VBrick Systems,2011,0,1,0,,0,2011,Internet,California
VC Fonds Kreativwirtschaft Berlin,2007,0,0,0,,0,2007,Internet,Europe
VC Fonds Kreativwirtschaft Berlin,2009,0,0,0,,0,2007,Internet,Europe
VC Fonds Kreativwirtschaft Berlin,2012,0,0,0,6.46,0,2007,Internet,Europe
VC Fonds Kreativwirtschaft Berlin,2013,0,0,0,,0,2007,Internet,Europe
VC Fonds Kreativwirtschaft Berlin,2014,0,0,0,17.75,0,2007,Internet,Europe
VCI Technoinvest GmbH,2004,0,1,0,6,0,2004,Medical,California
VEB Innovation,2013,0,0,0,7,1,2013,Internet,Europe
VERDEXUS,2005,0,0,0,7.1900001,1,2005,Software,Other
VERDEXUS,2013,0,0,0,,1,2005,Software,Other
VFormation,2011,0,1,0,7.4499998,1,2011,Internet,California
VI Partners,2002,0,0,0,15.63,0,2002,Medical,Europe
VI Partners,2003,0,0,0,5.5,0,2002,Medical,Europe
VI Partners,2004,0,0,0,12,0,2002,Medical,Europe
VI Partners,2005,0,0,0,60.700001,0,2002,Medical,Europe
VI Partners,2006,0,0,0,52.799999,0,2002,Medical,Europe
VI Partners,2007,0,0,0,78.419998,0,2002,Medical,Europe
VI Partners,2008,0,0,0,27.85,0,2002,Medical,Europe
VI Partners,2009,0,0,0,94.07,0,2002,Medical,Europe
VI Partners,2010,0,0,0,82.229996,0,2002,Medical,Europe
VI Partners,2011,0,0,0,44.299999,0,2002,Medical,Europe
VI Partners,2012,0,0,0,45.200001,0,2002,Medical,Europe
VI Partners,2013,0,0,0,115.43,0,2002,Medical,Europe
VI Partners,2014,0,0,0,36.25,0,2002,Medical,Europe
VIB,2006,0,0,0,50.75,0,2006,Medical,Europe
VIB,2007,0,0,0,2.03,0,2006,Medical,Europe
VIB,2009,0,0,0,31.310001,0,2006,Medical,Europe
VIB,2011,0,0,0,39.68,0,2006,Medical,Europe
VIB,2012,0,0,0,4.71,0,2006,Medical,Europe
VIB,2013,0,0,0,7.3600001,0,2006,Medical,Europe
VIMAC Ventures,1999,0,0,0,10.9,0,1996,Software,Other
VIMAC Ventures,2000,0,0,0,13,0,1996,Software,Other
VIMAC Ventures,2001,0,0,0,15.4,0,1996,Software,Other
VIMAC Ventures,2002,0,0,0,.40000001,0,1996,Software,Other
VIMAC Ventures,2003,0,0,0,5.9099998,0,1996,Software,Other
VIMAC Ventures,2004,0,0,0,45.650002,0,1996,Software,Other
VIMAC Ventures,2005,0,0,0,19.07,0,1996,Software,Other
VIMAC Ventures,2006,0,0,0,20.129999,0,1996,Software,Other
VIMAC Ventures,2007,0,0,0,26,0,1996,Software,Other
VIMAC Ventures,2009,0,0,0,19.1,0,1996,Software,Other
VIMAC Ventures,2011,0,0,0,1.12,0,1996,Software,Other
VIMAC Ventures,2013,0,0,0,4.6999998,0,1996,Software,Other
VKR Holding,2010,0,1,0,3,1,2010,Other Tech,California
VKRM Ventures,2012,0,0,0,,1,2012,Software,California
VKRM Ventures,2013,0,0,0,6,1,2012,Software,California
VM Digital Beteiligungs GmbH,2010,0,1,0,.43000001,1,2009,Internet,Europe
VMD,2007,0,1,0,,0,2007,Medical,Europe
